Dates,Dates Url,Top 10 Gross,%± LW,Overall Gross,%± LW1,Releases,#1 Release,#1 Release Url,Genre,Budget,Running Time,Week,Week Url,Long Weekend,Country
Apr 3-6,https://www.boxofficemojo.com/weekend/2025W14/?area=PT&ref_=bo_wey_table_9,"$1,291,196",151%,"$1,431,013",131.90%,42,A Minecraft Movie,https://www.boxofficemojo.com/release/rl4097605633/?ref_=bo_wey_table_9,-,-,-,14,https://www.boxofficemojo.com/weekend/2025W14/?area=PT&ref_=bo_wey_table_9,FALSE,Portugal
Mar 28-30,https://www.boxofficemojo.com/weekend/2025W13/?area=ZA&ref_=bo_wey_table_10,"$282,706",-3.30%,"$307,396",-6.90%,22,A Working Man,https://www.boxofficemojo.com/release/rl1245347841/?ref_=bo_wey_table_10,-,-,-,13,https://www.boxofficemojo.com/weekend/2025W13/?area=ZA&ref_=bo_wey_table_10,FALSE,South Africa
Mar 28-30,https://www.boxofficemojo.com/weekend/2025W13/?area=RO&ref_=bo_wey_table_10,"$561,630",18%,"$685,220",15.90%,41,A Working Man,https://www.boxofficemojo.com/release/rl1513979905/?ref_=bo_wey_table_10,-,-,-,13,https://www.boxofficemojo.com/weekend/2025W13/?area=RO&ref_=bo_wey_table_10,FALSE,Romania
Mar 27-30,https://www.boxofficemojo.com/weekend/2025W13/?area=PT&ref_=bo_wey_table_10,"$514,387",-31.60%,"$617,030",-31%,39,A Working Man,https://www.boxofficemojo.com/release/rl1127907329/?ref_=bo_wey_table_10,-,-,-,13,https://www.boxofficemojo.com/weekend/2025W13/?area=PT&ref_=bo_wey_table_10,FALSE,Portugal
Mar 28-30,https://www.boxofficemojo.com/weekend/2025W13/?area=VN&ref_=bo_wey_table_9,"$1,075,606",-16.40%,"$1,154,242",-16.10%,23,Am Duong Lo,https://www.boxofficemojo.com/release/rl3359277057/?ref_=bo_wey_table_9,-,-,-,13,https://www.boxofficemojo.com/weekend/2025W13/?area=VN&ref_=bo_wey_table_9,FALSE,Vietnam
Mar 6-9,https://www.boxofficemojo.com/weekend/2025W10/?area=GR&ref_=bo_wey_table_13,"$187,119",21.30%,"$187,650",21.60%,11,Anora,https://www.boxofficemojo.com/release/rl772964353/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=GR&ref_=bo_wey_table_13,FALSE,Greece
Apr 10-13,https://www.boxofficemojo.com/weekend/2025W15/?area=IL&ref_=bo_wey_table_8,"$4,247",-98.40%,"$4,247",-98.40%,2,Anora,https://www.boxofficemojo.com/release/rl3289874433/?ref_=bo_wey_table_8,-,-,-,15,https://www.boxofficemojo.com/weekend/2025W15/?area=IL&ref_=bo_wey_table_8,FALSE,Israel
Mar 27-30,https://www.boxofficemojo.com/weekend/2025W13/?area=IL&ref_=bo_wey_table_10,"$14,136",-92.60%,"$14,136",-92.60%,5,Anora,https://www.boxofficemojo.com/release/rl3289874433/?ref_=bo_wey_table_10,-,-,-,13,https://www.boxofficemojo.com/weekend/2025W13/?area=IL&ref_=bo_wey_table_10,FALSE,Israel
Mar 14-16,https://www.boxofficemojo.com/weekend/2025W11/?area=VE&ref_=bo_wey_table_12,"$5,773",-5.70%,"$5,773",-5.70%,3,Anora,https://www.boxofficemojo.com/release/rl706117633/?ref_=bo_wey_table_12,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=VE&ref_=bo_wey_table_12,FALSE,Venezuela
Mar 20-23,https://www.boxofficemojo.com/weekend/2025W12/?area=UY&ref_=bo_wey_table_11,"$17,601",-41.80%,"$17,601",-41.80%,8,Anora,https://www.boxofficemojo.com/release/rl689340417/?ref_=bo_wey_table_11,-,-,-,12,https://www.boxofficemojo.com/weekend/2025W12/?area=UY&ref_=bo_wey_table_11,FALSE,Uruguay
Mar 13-16,https://www.boxofficemojo.com/weekend/2025W11/?area=UY&ref_=bo_wey_table_12,"$30,256",-42.80%,"$30,256",-42.80%,8,Anora,https://www.boxofficemojo.com/release/rl689340417/?ref_=bo_wey_table_12,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=UY&ref_=bo_wey_table_12,FALSE,Uruguay
Mar 6-9,https://www.boxofficemojo.com/weekend/2025W10/?area=UY&ref_=bo_wey_table_13,"$52,879",45.20%,"$52,879",45.20%,10,Anora,https://www.boxofficemojo.com/release/rl689340417/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=UY&ref_=bo_wey_table_13,FALSE,Uruguay
Jan 23-26,https://www.boxofficemojo.com/weekend/2025W04/?area=UY&ref_=bo_wey_table_19,"$26,683",85.20%,"$26,683",85.20%,9,Anora,https://www.boxofficemojo.com/release/rl689340417/?ref_=bo_wey_table_19,-,-,-,4,https://www.boxofficemojo.com/weekend/2025W04/?area=UY&ref_=bo_wey_table_19,FALSE,Uruguay
Feb 21-23,https://www.boxofficemojo.com/weekend/2025W08/?area=TR&ref_=bo_wey_table_15,"$1,781,607",-24.50%,"$1,971,067",-23.80%,51,Ask Sadece Bir An,https://www.boxofficemojo.com/release/rl640712705/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=TR&ref_=bo_wey_table_15,FALSE,Turkey
Feb 14-16,https://www.boxofficemojo.com/weekend/2025W07/?area=TR&ref_=bo_wey_table_16,"$2,360,091",50.80%,"$2,585,698",40.10%,38,Ask Sadece Bir An,https://www.boxofficemojo.com/release/rl640712705/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=TR&ref_=bo_wey_table_16,FALSE,Turkey
Jan 2-5,https://www.boxofficemojo.com/weekend/2025W01/?area=IL&ref_=bo_wey_table_22,"$311,630",-67.50%,"$311,630",-67.50%,5,Babygirl,https://www.boxofficemojo.com/release/rl2770632705/?ref_=bo_wey_table_22,-,-,-,1,https://www.boxofficemojo.com/weekend/2025W01/?area=IL&ref_=bo_wey_table_22,FALSE,Israel
Jan 30-Feb 2,https://www.boxofficemojo.com/weekend/2025W05/?area=UA&ref_=bo_wey_table_18,"$348,430",-9.60%,"$348,430",-9.60%,7,Babygirl,https://www.boxofficemojo.com/release/rl3156967425/?ref_=bo_wey_table_18,-,-,-,5,https://www.boxofficemojo.com/weekend/2025W05/?area=UA&ref_=bo_wey_table_18,FALSE,Ukraine
Jan 23-26,https://www.boxofficemojo.com/weekend/2025W04/?area=UA&ref_=bo_wey_table_19,"$385,586",227%,"$385,586",227%,6,Babygirl,https://www.boxofficemojo.com/release/rl3156967425/?ref_=bo_wey_table_19,-,-,-,4,https://www.boxofficemojo.com/weekend/2025W04/?area=UA&ref_=bo_wey_table_19,FALSE,Ukraine
May 22-25,https://www.boxofficemojo.com/weekend/2025W21/?area=GR&ref_=bo_wey_table_2,"$1,500",62%,"$1,500",62%,2,Black Bag,https://www.boxofficemojo.com/release/rl2939584513/?ref_=bo_wey_table_2,-,-,-,21,https://www.boxofficemojo.com/weekend/2025W21/?area=GR&ref_=bo_wey_table_2,FALSE,Greece
May 15-18,https://www.boxofficemojo.com/weekend/2025W20/?area=GR&ref_=bo_wey_table_3,$926,-74.80%,$926,-74.80%,3,Black Bag,https://www.boxofficemojo.com/release/rl2939584513/?ref_=bo_wey_table_3,-,-,-,20,https://www.boxofficemojo.com/weekend/2025W20/?area=GR&ref_=bo_wey_table_3,FALSE,Greece
May 8-11,https://www.boxofficemojo.com/weekend/2025W19/?area=GR&ref_=bo_wey_table_4,"$3,670",-39.20%,"$3,670",-39.20%,1,Black Bag,https://www.boxofficemojo.com/release/rl2939584513/?ref_=bo_wey_table_4,-,-,-,19,https://www.boxofficemojo.com/weekend/2025W19/?area=GR&ref_=bo_wey_table_4,FALSE,Greece
May 1-4,https://www.boxofficemojo.com/weekend/2025W18/?area=GR&ref_=bo_wey_table_5,"$6,037",27.80%,"$6,037",27.80%,4,Black Bag,https://www.boxofficemojo.com/release/rl2939584513/?ref_=bo_wey_table_5,-,-,-,18,https://www.boxofficemojo.com/weekend/2025W18/?area=GR&ref_=bo_wey_table_5,FALSE,Greece
Apr 10-13,https://www.boxofficemojo.com/weekend/2025W15/?area=GR&ref_=bo_wey_table_8,"$15,542",-92.50%,"$15,542",-92.50%,4,Black Bag,https://www.boxofficemojo.com/release/rl2939584513/?ref_=bo_wey_table_8,-,-,-,15,https://www.boxofficemojo.com/weekend/2025W15/?area=GR&ref_=bo_wey_table_8,FALSE,Greece
Mar 27-30,https://www.boxofficemojo.com/weekend/2025W13/?area=GR&ref_=bo_wey_table_10,"$69,306",-46%,"$69,306",-46%,6,Black Bag,https://www.boxofficemojo.com/release/rl2939584513/?ref_=bo_wey_table_10,-,-,-,13,https://www.boxofficemojo.com/weekend/2025W13/?area=GR&ref_=bo_wey_table_10,FALSE,Greece
Mar 20-23,https://www.boxofficemojo.com/weekend/2025W12/?area=GR&ref_=bo_wey_table_11,"$128,416",-45.60%,"$128,416",-45.70%,8,Black Bag,https://www.boxofficemojo.com/release/rl2939584513/?ref_=bo_wey_table_11,-,-,-,12,https://www.boxofficemojo.com/weekend/2025W12/?area=GR&ref_=bo_wey_table_11,FALSE,Greece
Mar 13-16,https://www.boxofficemojo.com/weekend/2025W11/?area=GR&ref_=bo_wey_table_12,"$236,020",26.10%,"$236,284",25.90%,11,Black Bag,https://www.boxofficemojo.com/release/rl2939584513/?ref_=bo_wey_table_12,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=GR&ref_=bo_wey_table_12,FALSE,Greece
Mar 21-23,https://www.boxofficemojo.com/weekend/2025W12/?area=VE&ref_=bo_wey_table_11,"$29,318",407.80%,"$29,318",407.80%,2,Black Bag,https://www.boxofficemojo.com/release/rl154894337/?ref_=bo_wey_table_11,-,-,-,12,https://www.boxofficemojo.com/weekend/2025W12/?area=VE&ref_=bo_wey_table_11,FALSE,Venezuela
Mar 27-30,https://www.boxofficemojo.com/weekend/2025W13/?area=UA&ref_=bo_wey_table_10,"$31,883",-47.60%,"$31,883",-47.60%,3,Black Bag,https://www.boxofficemojo.com/release/rl2419687425/?ref_=bo_wey_table_10,-,-,-,13,https://www.boxofficemojo.com/weekend/2025W13/?area=UA&ref_=bo_wey_table_10,FALSE,Ukraine
Mar 20-23,https://www.boxofficemojo.com/weekend/2025W12/?area=UA&ref_=bo_wey_table_11,"$60,791",-68.30%,"$60,791",-68.30%,3,Black Bag,https://www.boxofficemojo.com/release/rl2419687425/?ref_=bo_wey_table_11,-,-,-,12,https://www.boxofficemojo.com/weekend/2025W12/?area=UA&ref_=bo_wey_table_11,FALSE,Ukraine
Mar 13-16,https://www.boxofficemojo.com/weekend/2025W11/?area=UA&ref_=bo_wey_table_12,"$191,622",268.50%,"$191,622",268.50%,5,Black Bag,https://www.boxofficemojo.com/release/rl2419687425/?ref_=bo_wey_table_12,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=UA&ref_=bo_wey_table_12,FALSE,Ukraine
Mar 27-30,https://www.boxofficemojo.com/weekend/2025W13/?area=UY&ref_=bo_wey_table_10,"$17,490",-0.60%,"$17,490",-0.60%,7,Black Bag,https://www.boxofficemojo.com/release/rl3006955521/?ref_=bo_wey_table_10,-,-,-,13,https://www.boxofficemojo.com/weekend/2025W13/?area=UY&ref_=bo_wey_table_10,FALSE,Uruguay
Mar 13-16,https://www.boxofficemojo.com/weekend/2025W11/?area=PT&ref_=bo_wey_table_12,"$539,684",-24.70%,"$689,167",-21.90%,41,Black Bag,https://www.boxofficemojo.com/release/rl2687926273/?ref_=bo_wey_table_12,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=PT&ref_=bo_wey_table_12,FALSE,Portugal
Feb 28-Mar 2,https://www.boxofficemojo.com/weekend/2025W09/?area=GB&ref_=bo_wey_table_14,"$10,622,419",-43.60%,"$11,804,681",-41.40%,57,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1244758017/?ref_=bo_wey_table_14,-,-,-,9,https://www.boxofficemojo.com/weekend/2025W09/?area=GB&ref_=bo_wey_table_14,FALSE,United Kingdom
Feb 21-23,https://www.boxofficemojo.com/weekend/2025W08/?area=GB&ref_=bo_wey_table_15,"$18,831,820",-25.30%,"$20,152,303",-22.90%,48,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1244758017/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=GB&ref_=bo_wey_table_15,FALSE,United Kingdom
Feb 14-16,https://www.boxofficemojo.com/weekend/2025W07/?area=GB&ref_=bo_wey_table_16,"$25,195,596",173.70%,"$26,123,279",133.10%,42,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1244758017/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=GB&ref_=bo_wey_table_16,FALSE,United Kingdom
Mar 14-16,https://www.boxofficemojo.com/weekend/2025W11/?area=FI&ref_=bo_wey_table_12,"$251,155",-38%,"$253,631",-39.70%,13,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1378975745/?ref_=bo_wey_table_12,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=FI&ref_=bo_wey_table_12,FALSE,Finland
Mar 7-9,https://www.boxofficemojo.com/weekend/2025W10/?area=FI&ref_=bo_wey_table_13,"$405,263",-13.90%,"$420,482",-11.60%,14,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1378975745/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=FI&ref_=bo_wey_table_13,FALSE,Finland
Feb 28-Mar 2,https://www.boxofficemojo.com/weekend/2025W09/?area=FI&ref_=bo_wey_table_14,"$470,845",-11.40%,"$475,858",-10.80%,12,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1378975745/?ref_=bo_wey_table_14,-,-,-,9,https://www.boxofficemojo.com/weekend/2025W09/?area=FI&ref_=bo_wey_table_14,FALSE,Finland
Feb 21-23,https://www.boxofficemojo.com/weekend/2025W08/?area=FI&ref_=bo_wey_table_15,"$531,143",-48.10%,"$533,176",-48%,12,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1378975745/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=FI&ref_=bo_wey_table_15,FALSE,Finland
Feb 14-16,https://www.boxofficemojo.com/weekend/2025W07/?area=FI&ref_=bo_wey_table_16,"$1,023,630",261.20%,"$1,026,025",259.20%,12,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1378975745/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=FI&ref_=bo_wey_table_16,FALSE,Finland
Feb 27-Mar 2,https://www.boxofficemojo.com/weekend/2025W09/?area=CZ&ref_=bo_wey_table_14,"$825,621",-16%,"$980,353",-12.70%,20,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl3627057153/?ref_=bo_wey_table_14,-,-,-,9,https://www.boxofficemojo.com/weekend/2025W09/?area=CZ&ref_=bo_wey_table_14,FALSE,Czech Replublic
Feb 20-23,https://www.boxofficemojo.com/weekend/2025W08/?area=CZ&ref_=bo_wey_table_15,"$982,351",-12.40%,"$1,123,102",-14.90%,20,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl3627057153/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=CZ&ref_=bo_wey_table_15,FALSE,Czech Replublic
Mar 13-16,https://www.boxofficemojo.com/weekend/2025W11/?area=DK&ref_=bo_wey_table_12,"$510,864",-19.40%,"$513,827",-20.50%,12,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1362198529/?ref_=bo_wey_table_12,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=DK&ref_=bo_wey_table_12,FALSE,Denmark
Mar 6-9,https://www.boxofficemojo.com/weekend/2025W10/?area=DK&ref_=bo_wey_table_13,"$634,008",-37.30%,"$646,261",-36.50%,14,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1362198529/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=DK&ref_=bo_wey_table_13,FALSE,Denmark
Feb 27-Mar 2,https://www.boxofficemojo.com/weekend/2025W09/?area=DK&ref_=bo_wey_table_14,"$1,011,139",-11.80%,"$1,017,046",-11.60%,12,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1362198529/?ref_=bo_wey_table_14,-,-,-,9,https://www.boxofficemojo.com/weekend/2025W09/?area=DK&ref_=bo_wey_table_14,FALSE,Denmark
Feb 20-23,https://www.boxofficemojo.com/weekend/2025W08/?area=DK&ref_=bo_wey_table_15,"$1,146,186",-34.80%,"$1,150,172",-34.50%,11,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1362198529/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=DK&ref_=bo_wey_table_15,FALSE,Denmark
Feb 13-16,https://www.boxofficemojo.com/weekend/2025W07/?area=DK&ref_=bo_wey_table_16,"$1,756,766",328.20%,"$1,756,766",324.90%,10,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1362198529/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=DK&ref_=bo_wey_table_16,FALSE,Denmark
Feb 13-16,https://www.boxofficemojo.com/weekend/2025W07/?area=IL&ref_=bo_wey_table_16,"$178,671",23.70%,"$178,671",23.70%,8,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl2200993793/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=IL&ref_=bo_wey_table_16,FALSE,Israel
Mar 14-16,https://www.boxofficemojo.com/weekend/2025W11/?area=SE&ref_=bo_wey_table_12,"$381,774",-17.60%,"$405,136",-19.50%,14,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1227980801/?ref_=bo_wey_table_12,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=SE&ref_=bo_wey_table_12,FALSE,Sweden
Mar 7-9,https://www.boxofficemojo.com/weekend/2025W10/?area=SE&ref_=bo_wey_table_13,"$463,570",-43.40%,"$503,357",-41.40%,15,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1227980801/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=SE&ref_=bo_wey_table_13,FALSE,Sweden
Feb 28-Mar 2,https://www.boxofficemojo.com/weekend/2025W09/?area=SE&ref_=bo_wey_table_14,"$819,310",-26.10%,"$859,699",-25.80%,14,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1227980801/?ref_=bo_wey_table_14,-,-,-,9,https://www.boxofficemojo.com/weekend/2025W09/?area=SE&ref_=bo_wey_table_14,FALSE,Sweden
Feb 21-23,https://www.boxofficemojo.com/weekend/2025W08/?area=SE&ref_=bo_wey_table_15,"$1,109,258",-37.70%,"$1,158,956",-35.80%,15,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1227980801/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=SE&ref_=bo_wey_table_15,FALSE,Sweden
Feb 14-16,https://www.boxofficemojo.com/weekend/2025W07/?area=SE&ref_=bo_wey_table_16,"$1,781,017",253.80%,"$1,804,150",254.80%,14,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1227980801/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=SE&ref_=bo_wey_table_16,FALSE,Sweden
Mar 5-9,https://www.boxofficemojo.com/weekend/2025W10/?area=CH&ref_=bo_wey_table_13,"$605,308",-37.10%,"$608,378",-36.90%,12,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl4080041985/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=CH&ref_=bo_wey_table_13,FALSE,Switzerland
Feb 26-Mar 2,https://www.boxofficemojo.com/weekend/2025W09/?area=CH&ref_=bo_wey_table_14,"$962,862",-7.40%,"$964,385",-7.40%,12,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl4080041985/?ref_=bo_wey_table_14,-,-,-,9,https://www.boxofficemojo.com/weekend/2025W09/?area=CH&ref_=bo_wey_table_14,FALSE,Switzerland
Feb 19-23,https://www.boxofficemojo.com/weekend/2025W08/?area=CH&ref_=bo_wey_table_15,"$1,039,625",-29.90%,"$1,041,212",-29.90%,12,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl4080041985/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=CH&ref_=bo_wey_table_15,FALSE,Switzerland
Mar 13-16,https://www.boxofficemojo.com/weekend/2025W11/?area=AE&ref_=bo_wey_table_12,"$73,656",-86.20%,"$73,656",-89.10%,5,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1429241857/?ref_=bo_wey_table_12,-,-,-,11,https://www.boxofficemojo.com/weekend/2025W11/?area=AE&ref_=bo_wey_table_12,FALSE,UAE
Feb 21-23,https://www.boxofficemojo.com/weekend/2025W08/?area=VE&ref_=bo_wey_table_15,"$19,907",-36.20%,"$19,907",-36.20%,5,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl3912269825/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=VE&ref_=bo_wey_table_15,FALSE,Venezuela
Feb 14-16,https://www.boxofficemojo.com/weekend/2025W07/?area=VE&ref_=bo_wey_table_16,"$31,214",-6.20%,"$31,214",-6.20%,5,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl3912269825/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=VE&ref_=bo_wey_table_16,FALSE,Venezuela
Feb 20-23,https://www.boxofficemojo.com/weekend/2025W08/?area=UA&ref_=bo_wey_table_15,"$220,455",-8.70%,"$220,455",-8.70%,6,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl4147150849/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=UA&ref_=bo_wey_table_15,FALSE,Ukraine
Feb 13-16,https://www.boxofficemojo.com/weekend/2025W07/?area=UA&ref_=bo_wey_table_16,"$241,426",146.20%,"$241,426",146.20%,4,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl4147150849/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=UA&ref_=bo_wey_table_16,FALSE,Ukraine
Feb 13-16,https://www.boxofficemojo.com/weekend/2025W07/?area=UY&ref_=bo_wey_table_16,"$49,928",33.10%,"$49,928",33.10%,8,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl3895492609/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=UY&ref_=bo_wey_table_16,FALSE,Uruguay
Feb 12-16,https://www.boxofficemojo.com/weekend/2025W07/?area=TT&ref_=bo_wey_table_12,"$12,045",51.20%,"$12,045",51.20%,2,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl4130373633/?ref_=bo_wey_table_12,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=TT&ref_=bo_wey_table_12,FALSE,Trinad & Tobago
Mar 6-9,https://www.boxofficemojo.com/weekend/2025W10/?area=SI&ref_=bo_wey_table_13,"$81,344",-43.40%,"$101,569",-38.10%,24,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl4163993601/?ref_=bo_wey_table_13,-,-,-,10,https://www.boxofficemojo.com/weekend/2025W10/?area=SI&ref_=bo_wey_table_13,FALSE,Slovenia
Feb 20-23,https://www.boxofficemojo.com/weekend/2025W08/?area=SI&ref_=bo_wey_table_15,"$195,045",-23.50%,"$211,374",-24.80%,23,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl4163993601/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=SI&ref_=bo_wey_table_15,FALSE,Slovenia
Feb 13-16,https://www.boxofficemojo.com/weekend/2025W07/?area=SI&ref_=bo_wey_table_16,"$254,934",180.80%,"$281,062",164.40%,22,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl4163993601/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=SI&ref_=bo_wey_table_16,FALSE,Slovenia
Feb 21-23,https://www.boxofficemojo.com/weekend/2025W08/?area=PL&ref_=bo_wey_table_15,"$2,082,188",-52.20%,"$2,087,919",-55.90%,14,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1446084609/?ref_=bo_wey_table_15,-,-,-,8,https://www.boxofficemojo.com/weekend/2025W08/?area=PL&ref_=bo_wey_table_15,FALSE,Poland
Feb 14-16,https://www.boxofficemojo.com/weekend/2025W07/?area=PL&ref_=bo_wey_table_16,"$4,352,481",166.60%,"$4,731,049",137.20%,21,Bridget Jones: Mad About the Boy,https://www.boxofficemojo.com/release/rl1446084609/?ref_=bo_wey_table_16,-,-,-,7,https://www.boxofficemojo.com/weekend/2025W07/?area=PL&ref_=bo_wey_table_16,FALSE,Poland
Apr 25-27,https://www.boxofficemojo.com/weekend/2025W17/?area=RO&ref_=bo_wey_table_6,"$765,006",-23.20%,"$813,336",-19.10%,30,Buzz House: The Movie 2,https://www.boxofficemojo.com/release/rl3754000385/?ref_=bo_wey_table_6,-,-,-,17,https://www.boxofficemojo.com/weekend/2025W17/?area=RO&ref_=bo_wey_table_6,FALSE,Romania
