Dates,Top 10 Gross,%± LW,Overall Gross,%± LW1,Releases,#1 Release,Genre,Week Url,Long Weekend,Country,Formatted_Date,Month,Year,OMDB_Runtime,OMDB_Genre,OMDB_imdbID,OMDB_Budget
Apr 10-13,63463.0,-0.448,63463.0,-0.448,2,Drop,"Drama, Mystery, Thriller",https://www.boxofficemojo.com/weekend/2025W15/?area=UA&ref_=bo_wey_table_8,False,Ukraine,2025-04-10,April,2025.0,95 min,"Drama, Mystery, Thriller",tt32149847,"$16,595,320"
Apr 18-20,2900.0,-0.999,2900.0,-0.999,1,Drop,"Drama, Mystery, Thriller",https://www.boxofficemojo.com/weekend/2025W16/?area=VN&ref_=bo_wey_table_6,False,Vietnam,2025-04-18,April,2025.0,95 min,"Drama, Mystery, Thriller",tt32149847,"$16,595,320"
Apr 17-20,8453.0,-0.15,8453.0,-0.15,3,Drop,"Drama, Mystery, Thriller",https://www.boxofficemojo.com/weekend/2025W16/?area=UY&ref_=bo_wey_table_7,False,Uruguay,2025-04-17,April,2025.0,95 min,"Drama, Mystery, Thriller",tt32149847,"$16,595,320"
Apr 10-13,9941.0,-0.703,9941.0,-0.703,4,Drop,"Drama, Mystery, Thriller",https://www.boxofficemojo.com/weekend/2025W15/?area=UY&ref_=bo_wey_table_8,False,Uruguay,2025-04-10,April,2025.0,95 min,"Drama, Mystery, Thriller",tt32149847,"$16,595,320"
Apr 30-May 4,169.0,-0.951,169.0,-0.951,1,Drop,"Drama, Mystery, Thriller",https://www.boxofficemojo.com/weekend/2025W18/?area=TT&ref_=bo_wey_table_1,False,Trinad & Tobago,,,,95 min,"Drama, Mystery, Thriller",tt32149847,"$16,595,320"
Apr 23-27,3432.0,-0.688,3432.0,-0.688,1,Drop,"Drama, Mystery, Thriller",https://www.boxofficemojo.com/weekend/2025W17/?area=TT&ref_=bo_wey_table_2,False,Trinad & Tobago,2025-04-23,April,2025.0,95 min,"Drama, Mystery, Thriller",tt32149847,"$16,595,320"
Apr 16-20,11013.0,2.106,11013.0,2.106,1,Drop,"Drama, Mystery, Thriller",https://www.boxofficemojo.com/weekend/2025W16/?area=TT&ref_=bo_wey_table_3,False,Trinad & Tobago,2025-04-16,April,2025.0,95 min,"Drama, Mystery, Thriller",tt32149847,"$16,595,320"
Apr 24-27,11464.0,-0.99,11464.0,-0.99,3,Drop,"Drama, Mystery, Thriller",https://www.boxofficemojo.com/weekend/2025W17/?area=PT&ref_=bo_wey_table_6,False,Portugal,2025-04-24,April,2025.0,95 min,"Drama, Mystery, Thriller",tt32149847,"$16,595,320"
Apr 10-13,53791.0,-0.958,53791.0,-0.962,7,Drop,"Drama, Mystery, Thriller",https://www.boxofficemojo.com/weekend/2025W15/?area=PT&ref_=bo_wey_table_8,False,Portugal,2025-04-10,April,2025.0,95 min,"Drama, Mystery, Thriller",tt32149847,"$16,595,320"
May 2-4,4621542.0,1.192,4630412.0,1.177,15,Face Off 8: Embrace of Light,,https://www.boxofficemojo.com/weekend/2025W18/?area=VN&ref_=bo_wey_table_4,False,Vietnam,2025-05-02,May,2025.0,N/A,N/A,tt36808524,N/A
May 23-25,1689144.0,-0.472,1689144.0,-0.472,4,Final Destination: Bloodlines,Horror,https://www.boxofficemojo.com/weekend/2025W21/?area=IN&ref_=bo_wey_table_2,False,Australia,2025-05-23,May,2025.0,110 min,Horror,tt9619824,N/A
May 16-18,3197239.0,5.141,3197239.0,5.141,3,Final Destination: Bloodlines,Horror,https://www.boxofficemojo.com/weekend/2025W20/?area=IN&ref_=bo_wey_table_3,False,Australia,2025-05-16,May,2025.0,110 min,Horror,tt9619824,N/A
May 23-25,1689144.0,-0.472,1689144.0,-0.472,4,Final Destination: Bloodlines,Horror,https://www.boxofficemojo.com/weekend/2025W21/?area=IN&ref_=bo_wey_table_2,False,India,2025-05-23,May,2025.0,110 min,Horror,tt9619824,N/A
May 16-18,3197239.0,5.141,3197239.0,5.141,3,Final Destination: Bloodlines,Horror,https://www.boxofficemojo.com/weekend/2025W20/?area=IN&ref_=bo_wey_table_3,False,India,2025-05-16,May,2025.0,110 min,Horror,tt9619824,N/A
May 15-18,3662862.0,1.257,3662862.0,1.257,5,Final Destination: Bloodlines,Horror,https://www.boxofficemojo.com/weekend/2025W20/?area=BR&ref_=bo_wey_table_3,False,Brazil,2025-05-15,May,2025.0,110 min,Horror,tt9619824,N/A
May 16-18,9438339.0,0.304,10378269.0,0.302,69,Final Destination: Bloodlines,Horror,https://www.boxofficemojo.com/weekend/2025W20/?area=GB&ref_=bo_wey_table_3,False,United Kingdom,2025-05-16,May,2025.0,110 min,Horror,tt9619824,N/A
May 15-18,1867862.0,1.757,1867862.0,1.757,3,Final Destination: Bloodlines,Horror,https://www.boxofficemojo.com/weekend/2025W20/?area=MY&ref_=bo_wey_table_3,False,Malaysia,2025-05-15,May,2025.0,110 min,Horror,tt9619824,N/A
May 14-18,7110503.0,-0.125,8574925.0,-0.242,37,Final Destination: Bloodlines,Horror,https://www.boxofficemojo.com/weekend/2025W20/?area=FR&ref_=bo_wey_table_3,False,France,2025-05-14,May,2025.0,110 min,Horror,tt9619824,N/A
May 16-18,290726.0,0.072,303250.0,0.044,21,Final Destination: Bloodlines,Horror,https://www.boxofficemojo.com/weekend/2025W20/?area=ZA&ref_=bo_wey_table_3,False,South Africa,2025-05-16,May,2025.0,110 min,Horror,tt9619824,N/A
May 16-18,2492181.0,-0.117,2945848.0,-0.159,66,Final Destination: Bloodlines,Horror,https://www.boxofficemojo.com/weekend/2025W20/?area=ES&ref_=bo_wey_table_3,False,Spain,2025-05-16,May,2025.0,110 min,Horror,tt9619824,N/A
May 16-18,909093.0,0.268,1054890.0,0.236,62,Final Destination: Bloodlines,Horror,https://www.boxofficemojo.com/weekend/2025W20/?area=TR&ref_=bo_wey_table_3,False,Turkey,2025-05-16,May,2025.0,110 min,Horror,tt9619824,N/A
May 15-18,2825741.0,0.12,3258572.0,0.101,44,Final Destination: Bloodlines,Horror,https://www.boxofficemojo.com/weekend/2025W20/?area=AE&ref_=bo_wey_table_3,False,UAE,2025-05-15,May,2025.0,110 min,Horror,tt9619824,N/A
May 15-18,76780.0,0.165,83341.0,0.115,20,Final Destination: Bloodlines,Horror,https://www.boxofficemojo.com/weekend/2025W20/?area=SI&ref_=bo_wey_table_3,False,Slovenia,2025-05-15,May,2025.0,110 min,Horror,tt9619824,N/A
May 15-18,306895.0,0.06,347312.0,0.038,19,Final Destination: Bloodlines,Horror,https://www.boxofficemojo.com/weekend/2025W20/?area=SK&ref_=bo_wey_table_3,False,Slovakia,2025-05-15,May,2025.0,110 min,Horror,tt9619824,N/A
May 16-18,619362.0,-0.038,686080.0,-0.051,27,Final Destination: Bloodlines,Horror,https://www.boxofficemojo.com/weekend/2025W20/?area=RO&ref_=bo_wey_table_3,False,Romania,2025-05-16,May,2025.0,110 min,Horror,tt9619824,N/A
May 16-18,1455256.0,0.06,1506534.0,0.065,19,Final Destination: Bloodlines,Horror,https://www.boxofficemojo.com/weekend/2025W20/?area=PL&ref_=bo_wey_table_3,False,Poland,2025-05-16,May,2025.0,110 min,Horror,tt9619824,N/A
Feb 6-9,25917.0,-0.887,25917.0,-0.887,6,Flight Risk,"Action, Crime, Drama",https://www.boxofficemojo.com/weekend/2025W06/?area=TH&ref_=bo_wey_table_17,False,Thailand,2025-02-06,February,2025.0,91 min,"Action, Crime, Drama",tt10078772,"$29,783,527"
Jan 23-26,102649.0,-0.014,102649.0,-0.014,5,Flight Risk,"Action, Crime, Drama",https://www.boxofficemojo.com/weekend/2025W04/?area=TH&ref_=bo_wey_table_19,False,Thailand,2025-01-23,January,2025.0,91 min,"Action, Crime, Drama",tt10078772,"$29,783,527"
Jan 23-26,1541242.0,-0.143,1841432.0,-0.198,37,Flight Risk,"Action, Crime, Drama",https://www.boxofficemojo.com/weekend/2025W04/?area=AE&ref_=bo_wey_table_19,False,UAE,2025-01-23,January,2025.0,91 min,"Action, Crime, Drama",tt10078772,"$29,783,527"
Feb 7-9,33264.0,-0.282,33264.0,-0.282,6,Flight Risk,"Action, Crime, Drama",https://www.boxofficemojo.com/weekend/2025W06/?area=VE&ref_=bo_wey_table_17,False,Venezuela,2025-02-07,February,2025.0,91 min,"Action, Crime, Drama",tt10078772,"$29,783,527"
Jan 31-Feb 2,46342.0,-0.067,46342.0,-0.067,6,Flight Risk,"Action, Crime, Drama",https://www.boxofficemojo.com/weekend/2025W05/?area=VE&ref_=bo_wey_table_18,False,Venezuela,,,,91 min,"Action, Crime, Drama",tt10078772,"$29,783,527"
Feb 5-9,14712113.0,0.891,18878873.0,0.681,36,God Save the Tuche,Comedy,https://www.boxofficemojo.com/weekend/2025W06/?area=FR&ref_=bo_wey_table_17,False,France,2025-02-05,February,2025.0,95 min,Comedy,tt33613785,N/A
Mar 14-16,1873795.0,-0.245,2166099.0,-0.222,22,Graduation Heist,Not found,https://www.boxofficemojo.com/weekend/2025W11/?area=PL&ref_=bo_wey_table_12,False,Poland,2025-03-14,March,2025.0,,,,
Mar 7-9,2481922.0,-0.234,2783102.0,-0.194,22,Graduation Heist,Not found,https://www.boxofficemojo.com/weekend/2025W10/?area=PL&ref_=bo_wey_table_13,False,Poland,2025-03-07,March,2025.0,,,,
Feb 28-Mar 2,3238030.0,0.555,3452696.0,0.654,21,Graduation Heist,Not found,https://www.boxofficemojo.com/weekend/2025W09/?area=PL&ref_=bo_wey_table_14,False,Poland,,,,,,,
Jan 11-12,11695032.0,-0.332,11701089.0,-0.333,12,Grand Maison Paris,Drama,https://www.boxofficemojo.com/weekend/2025W02/?area=JP&ref_=bo_wey_table_21,False,Japan,2025-01-11,January,2025.0,111 min,Drama,tt32868318,N/A
Jan 17-19,2969908.0,-0.377,3735885.0,-0.312,40,Harbin,"Action, Crime, History",https://www.boxofficemojo.com/weekend/2025W03/?area=KR&ref_=bo_wey_table_20,False,South Korea,2025-01-17,January,2025.0,108 min,"Action, Crime, History",tt23630030,N/A
Jan 10-12,4763473.0,-0.324,5433635.0,-0.283,39,Harbin,"Action, Crime, History",https://www.boxofficemojo.com/weekend/2025W02/?area=KR&ref_=bo_wey_table_21,False,South Korea,2025-01-10,January,2025.0,108 min,"Action, Crime, History",tt23630030,N/A
Jan 3-5,7050008.0,-0.318,7581615.0,-0.296,40,Harbin,"Action, Crime, History",https://www.boxofficemojo.com/weekend/2025W01/?area=KR&ref_=bo_wey_table_22,False,South Korea,2025-01-03,January,2025.0,108 min,"Action, Crime, History",tt23630030,N/A
Feb 7-9,4115283.0,-0.38,4647895.0,-0.342,42,Hitman 2,Not found,https://www.boxofficemojo.com/weekend/2025W06/?area=KR&ref_=bo_wey_table_17,False,South Korea,2025-02-07,February,2025.0,,,,
Jan 31-Feb 2,6640012.0,-0.22,7064475.0,-0.222,40,Hitman 2,Not found,https://www.boxofficemojo.com/weekend/2025W05/?area=KR&ref_=bo_wey_table_18,False,South Korea,,,,,,,
Jan 30-Feb 2,2595089.0,0.125,2621718.0,0.137,13,I'm Still Here,"Biography, Drama, History",https://www.boxofficemojo.com/weekend/2025W05/?area=BR&ref_=bo_wey_table_18,False,Brazil,,,,137 min,"Biography, Drama, History",tt14961016,"$6,233,517"
Feb 6-9,755670.0,-0.197,929570.0,-0.125,40,I'm Still Here,"Biography, Drama, History",https://www.boxofficemojo.com/weekend/2025W06/?area=PT&ref_=bo_wey_table_17,False,Portugal,2025-02-06,February,2025.0,137 min,"Biography, Drama, History",tt14961016,"$6,233,517"
Jan 30-Feb 2,941426.0,-0.027,1062549.0,0.005,36,I'm Still Here,"Biography, Drama, History",https://www.boxofficemojo.com/weekend/2025W05/?area=PT&ref_=bo_wey_table_18,False,Portugal,,,,137 min,"Biography, Drama, History",tt14961016,"$6,233,517"
Jan 23-26,968014.0,0.023,1057609.0,-0.008,37,I'm Still Here,"Biography, Drama, History",https://www.boxofficemojo.com/weekend/2025W04/?area=PT&ref_=bo_wey_table_19,False,Portugal,2025-01-23,January,2025.0,137 min,"Biography, Drama, History",tt14961016,"$6,233,517"
Jan 16-19,946250.0,-0.04,1066102.0,-0.041,39,I'm Still Here,"Biography, Drama, History",https://www.boxofficemojo.com/weekend/2025W03/?area=PT&ref_=bo_wey_table_20,False,Portugal,2025-01-16,January,2025.0,137 min,"Biography, Drama, History",tt14961016,"$6,233,517"
Mar 14-16,27590.0,-0.883,27590.0,-0.883,9,In the Lost Lands,"Action, Adventure, Fantasy",https://www.boxofficemojo.com/weekend/2025W11/?area=IN&ref_=bo_wey_table_12,False,Australia,2025-03-14,March,2025.0,101 min,"Action, Adventure, Fantasy",tt4419684,"$1,870,305"
Mar 14-16,27590.0,-0.883,27590.0,-0.883,9,In the Lost Lands,"Action, Adventure, Fantasy",https://www.boxofficemojo.com/weekend/2025W11/?area=IN&ref_=bo_wey_table_12,False,India,2025-03-14,March,2025.0,101 min,"Action, Adventure, Fantasy",tt4419684,"$1,870,305"
Mar 27-30,544020.0,-0.014,650099.0,0.012,19,Jak se nám to mohlo stát!?,,https://www.boxofficemojo.com/weekend/2025W13/?area=CZ&ref_=bo_wey_table_10,False,Czech Replublic,2025-03-27,March,2025.0,N/A,N/A,tt36343829,N/A
Mar 20-23,551874.0,-0.333,642463.0,-0.34,19,Jak se nám to mohlo stát!?,,https://www.boxofficemojo.com/weekend/2025W12/?area=CZ&ref_=bo_wey_table_11,False,Czech Replublic,2025-03-20,March,2025.0,N/A,N/A,tt36343829,N/A
Mar 27-30,336945.0,0.198,385351.0,0.206,20,Jak se nám to mohlo stát!?,,https://www.boxofficemojo.com/weekend/2025W13/?area=SK&ref_=bo_wey_table_10,False,Slovakia,2025-03-27,March,2025.0,N/A,N/A,tt36343829,N/A
Jan 17-19,2111550.0,-0.075,2198937.0,-0.058,16,Kleks i wynalazek Filipa Golarza,Fantasy,https://www.boxofficemojo.com/weekend/2025W03/?area=PL&ref_=bo_wey_table_20,False,Poland,2025-01-17,January,2025.0,N/A,Fantasy,tt34982536,N/A
Jan 10-12,2283207.0,-0.576,2334187.0,-0.575,15,Kleks i wynalazek Filipa Golarza,Fantasy,https://www.boxofficemojo.com/weekend/2025W02/?area=PL&ref_=bo_wey_table_21,False,Poland,2025-01-10,January,2025.0,N/A,Fantasy,tt34982536,N/A
Apr 3-6,5908997.0,278.438,6022471.0,283.804,26,L2: Empuraan,"Action, Crime, Thriller",https://www.boxofficemojo.com/weekend/2025W14/?area=AE&ref_=bo_wey_table_9,False,UAE,2025-04-03,April,2025.0,179 min,"Action, Crime, Thriller",tt10505918,N/A
May 30-Jun 1,124340.0,-0.926,124340.0,-0.926,3,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=IN&ref_=bo_wey_table_1,False,Australia,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 30-Jun 1,124340.0,-0.926,124340.0,-0.926,3,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=IN&ref_=bo_wey_table_1,False,India,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 30-Jun 1,873440.0,-0.661,873440.0,-0.687,4,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=KR&ref_=bo_wey_table_1,False,South Korea,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 23-25,2575965.0,-0.679,2789370.0,-0.665,38,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=KR&ref_=bo_wey_table_2,False,South Korea,2025-05-23,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 29-Jun 1,7418376.0,-0.338,7418376.0,-0.338,3,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=BR&ref_=bo_wey_table_1,False,Brazil,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 22-25,11209203.0,2.06,11209203.0,2.06,3,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=BR&ref_=bo_wey_table_2,False,Brazil,2025-05-22,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 30-Jun 1,6571873.0,-0.269,6571873.0,-0.269,2,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=CN&ref_=bo_wey_table_1,False,China,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 23-25,8991015.0,6.215,8991015.0,6.215,2,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=CN&ref_=bo_wey_table_2,False,China,2025-05-23,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 30-Jun 1,18065720.0,0.131,18679148.0,0.154,44,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=GB&ref_=bo_wey_table_1,False,United Kingdom,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 23-25,15973829.0,0.692,16179438.0,0.559,43,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=GB&ref_=bo_wey_table_2,False,United Kingdom,2025-05-23,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 30-Jun 1,236329.0,-0.397,236329.0,-0.397,10,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=FI&ref_=bo_wey_table_1,False,Finland,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 23-25,392222.0,2.588,392222.0,2.584,10,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=FI&ref_=bo_wey_table_2,False,Finland,2025-05-23,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 29-Jun 1,634325.0,-0.231,634325.0,-0.231,2,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=MY&ref_=bo_wey_table_1,False,Malaysia,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 22-25,824649.0,-0.559,824649.0,-0.559,2,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=MY&ref_=bo_wey_table_2,False,Malaysia,2025-05-22,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 29-Jun 1,780692.0,-0.217,828166.0,-0.186,19,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=CZ&ref_=bo_wey_table_1,False,Czech Replublic,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 22-25,997248.0,0.237,1017438.0,0.152,18,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=CZ&ref_=bo_wey_table_2,False,Czech Replublic,2025-05-22,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 29-Jun 1,847823.0,0.072,847823.0,0.072,5,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=DK&ref_=bo_wey_table_1,False,Denmark,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 22-25,790952.0,3.062,790952.0,3.062,6,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=DK&ref_=bo_wey_table_2,False,Denmark,2025-05-22,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 28-Jun 1,21225447.0,0.316,22550351.0,0.315,34,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=FR&ref_=bo_wey_table_1,False,France,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 21-25,16131220.0,1.269,17142135.0,0.999,35,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=FR&ref_=bo_wey_table_2,False,France,2025-05-21,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 29-Jun 1,532147.0,-0.059,532147.0,-0.059,3,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=SG&ref_=bo_wey_table_1,False,Singapore,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 22-25,565402.0,1.676,565402.0,1.676,4,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=SG&ref_=bo_wey_table_2,False,Singapore,2025-05-22,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 30-Jun 1,423765.0,-0.252,427949.0,-0.252,19,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=ZA&ref_=bo_wey_table_1,False,South Africa,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 23-25,566670.0,0.949,572011.0,0.886,18,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=ZA&ref_=bo_wey_table_2,False,South Africa,2025-05-23,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 30-Jun 1,4502677.0,-0.412,4502677.0,-0.428,9,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=ES&ref_=bo_wey_table_1,False,Spain,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 23-25,7652828.0,2.071,7870245.0,1.672,62,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=ES&ref_=bo_wey_table_2,False,Spain,2025-05-23,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 30-Jun 1,596787.0,7.529,596787.0,7.529,6,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=SE&ref_=bo_wey_table_1,False,Sweden,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 28-Jun 1,1357380.0,-0.137,1357380.0,-0.137,9,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=CH&ref_=bo_wey_table_1,False,Switzerland,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 21-25,1573574.0,7.195,1573574.0,7.195,9,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=CH&ref_=bo_wey_table_2,False,Switzerland,2025-05-21,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 30-Jun 1,811472.0,-0.14,811472.0,-0.14,5,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=TW&ref_=bo_wey_table_1,False,Taiwan,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 23-25,943369.0,2.91,943369.0,2.91,6,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=TW&ref_=bo_wey_table_2,False,Taiwan,2025-05-23,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 29-Jun 1,946384.0,-0.151,946384.0,-0.151,2,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W22/?area=TH&ref_=bo_wey_table_1,False,Thailand,,,,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 22-25,1114199.0,10.043,1114199.0,10.043,3,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=TH&ref_=bo_wey_table_2,False,Thailand,2025-05-22,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
May 23-25,705683.0,-0.224,744509.0,-0.294,47,Lilo & Stitch,"Animation, Adventure, Comedy",https://www.boxofficemojo.com/weekend/2025W21/?area=TR&ref_=bo_wey_table_2,False,Turkey,2025-05-23,May,2025.0,85 min,"Animation, Adventure, Comedy",tt0275847,"$145,794,338"
